Jun 01
177.47.222.33:5305 -> 1
652.33.63.39:6946 -> 1
987.66.495.13:6007 -> 1
415.56.206.64:5235 -> 1
977.86.345.58:5412 -> 1
671.76.672.59:5289 -> 1
823.90.362.84:6785 -> 1
517.80.532.70:4540 -> 1
747.45.416.44:5307 -> 1
927.57.973.46:6006 -> 1
457.15.207.72:5579 -> 1
95.50.506.35:5289 -> 1
237.11.168.94:4213 -> 1
681.66.282.22:4893 -> 1
908.89.488.71:6650 -> 1
162.5.755.21:4547 -> 1
92.32.4.61:4809 -> 1
223.6.599.94:4680 -> 1
315.91.797.67:5788 -> 1
186.74.733.82:5144 -> 1
587.47.708.10:4719 -> 1
680.38.950.93:4337 -> 1
268.81.889.49:6232 -> 1
477.40.437.97:4810 -> 1
769.65.254.70:6056 -> 1
625.37.612.57:5713 -> 1
783.45.213.62:4682 -> 1
488.39.468.32:6782 -> 1
709.4.398.9:6181 -> 1
500.48.124.26:5214 -> 1
297.81.869.37:6393 -> 1
848.48.83.74:4406 -> 1
465.73.377.96:5148 -> 1
354.49.852.53:5440 -> 1
283.64.745.14:6246 -> 1
941.12.379.10:4256 -> 1
303.59.647.34:6044 -> 1
578.69.569.2:6428 -> 1
346.65.633.85:6523 -> 1
296.46.665.75:5630 -> 1
162.82.241.79:4349 -> 1
551.55.222.24:4250 -> 1
824.83.586.68:5759 -> 1
302.95.525.65:6211 -> 1
922.33.449.23:5114 -> 1
Jul 28
453.73.5.72:5572 -> 1
507.60.80.64:4321 -> 1
223.30.410.23:4083 -> 1
268.62.983.12:5969 -> 1
926.95.468.17:5057 -> 1
56.79.118.90:4982 -> 1
512.6.724.20:4189 -> 1
652.47.157.59:6892 -> 1
885.47.720.67:5992 -> 1
585.69.597.74:6389 -> 1
217.50.85.84:6811 -> 1
961.52.20.32:4771 -> 1
316.29.595.38:4739 -> 1
845.58.193.60:6456 -> 1
788.40.624.22:4833 -> 1
539.62.395.32:5951 -> 1
421.21.100.42:4595 -> 1
136.70.278.98:6907 -> 1
885.40.255.71:4645 -> 1
768.80.961.86:4865 -> 1
89.83.785.32:6132 -> 1
234.89.404.92:5010 -> 1
483.8.18.42:5851 -> 1
977.24.921.85:4228 -> 1
965.30.345.67:6159 -> 1
616.53.899.77:6702 -> 1
706.64.998.43:4904 -> 1
589.83.208.78:4638 -> 1
832.40.912.7:4532 -> 1
495.81.774.42:6217 -> 1
521.11.772.42:6981 -> 1
622.45.154.80:6120 -> 1
52.33.300.44:5504 -> 1
343.69.419.95:4291 -> 1
9.33.785.61:6374 -> 1
190.72.752.25:5178 -> 1
824.79.388.24:5132 -> 1
760.53.739.34:4430 -> 1
523.89.18.1:5949 -> 1
754.70.305.39:5105 -> 1
478.16.403.63:6908 -> 1
281.79.345.68:4221 -> 1
521.59.418.76:4561 -> 1
393.57.793.77:5685 -> 1
615.33.201.90:5499 -> 1
686.12.385.41:4614 -> 1
201.84.590.3:6477 -> 1
274.60.564.55:6461 -> 1
375.78.597.25:5174 -> 1
604.75.952.53:5860 -> 1
289.8.814.36:4009 -> 1
635.91.171.31:5087 -> 1
453.77.949.42:5335 -> 1
257.94.8.13:5234 -> 1
661.92.747.9:6426 -> 1
713.58.55.27:6733 -> 1
201.92.783.42:6399 -> 1
601.72.411.42:6307 -> 1
23.10.670.1:6575 -> 1
64.53.757.64:6728 -> 1
165.93.782.3:4963 -> 1
772.83.846.71:4734 -> 1
434.20.763.12:6972 -> 1
211.47.253.65:5720 -> 1
905.94.678.15:4688 -> 1
453.13.943.95:4582 -> 1
714.35.52.63:5289 -> 1
222.25.299.96:4001 -> 1
946.51.420.2:5475 -> 1
314.97.750.39:6677 -> 1
705.24.127.40:6167 -> 1
205.32.738.7:6869 -> 1
155.8.458.65:6377 -> 1
406.26.969.5:5815 -> 1
221.77.408.48:6697 -> 1
102.80.958.74:6764 -> 1
106.29.82.1:5073 -> 1
555.18.821.46:4144 -> 1
132.11.430.87:6916 -> 1
936.85.347.4:4909 -> 1
609.21.42.86:6356 -> 1
633.23.550.36:4212 -> 1
432.46.618.33:5474 -> 1
508.77.585.98:4190 -> 1
593.29.342.90:4015 -> 1
480.80.850.25:6562 -> 1
721.25.96.71:6544 -> 1
552.61.719.43:6552 -> 1
621.97.10.31:4306 -> 1
295.67.541.51:5346 -> 1
413.46.957.86:4331 -> 1
819.68.673.73:4238 -> 1
289.43.524.70:4332 -> 1
961.18.26.66:6777 -> 1
847.77.651.9:5761 -> 1
853.70.290.11:6093 -> 1
346.59.117.93:6892 -> 1
547.7.815.30:4313 -> 1
29.77.877.37:5419 -> 1
125.38.593.38:6058 -> 1
917.85.576.77:5725 -> 1
789.40.865.40:5076 -> 1
528.3.277.10:5051 -> 1
576.28.585.54:5683 -> 1
102.57.304.79:5899 -> 1
303.63.954.65:4638 -> 1
736.74.967.55:6741 -> 1
137.66.95.11:6166 -> 1
97.68.392.7:6842 -> 1
95.91.714.21:5566 -> 1
961.86.746.46:5983 -> 1
348.71.123.21:5370 -> 1
574.43.3.69:6256 -> 1
745.62.374.68:5265 -> 1
805.57.471.78:6270 -> 1
911.43.806.11:5001 -> 1
178.17.350.62:6418 -> 1
634.56.294.52:5114 -> 1
820.97.643.38:6350 -> 1
563.21.945.14:4125 -> 1
105.91.384.81:4088 -> 1
638.1.374.78:4272 -> 1
210.94.166.43:6326 -> 1
611.45.343.60:4414 -> 1
577.31.861.23:6486 -> 1
38.61.542.94:4482 -> 1
337.71.180.1:5462 -> 1
528.22.325.85:5331 -> 1
735.27.194.69:6746 -> 1
Jul 29
421.56.823.19:4143 -> 1
736.77.268.52:6871 -> 1
664.26.502.26:6267 -> 1
487.82.773.2:4463 -> 1
199.22.973.85:4510 -> 1
454.53.101.27:4913 -> 1
974.19.665.23:5464 -> 1
849.76.503.22:6700 -> 1
239.68.823.15:6576 -> 1
130.76.133.70:5120 -> 1
658.67.422.59:5578 -> 1
633.29.607.98:4678 -> 1
330.93.556.46:6467 -> 1
629.24.90.4:5355 -> 1
288.67.111.63:5096 -> 1
752.17.631.72:4651 -> 1
655.18.294.59:5543 -> 1
483.5.784.60:6225 -> 1
951.76.728.34:4679 -> 1
35.81.111.21:5382 -> 1
141.92.767.34:4241 -> 1
951.76.103.4:5304 -> 1
874.37.800.88:5388 -> 1
325.86.690.46:6061 -> 1
634.13.281.70:5328 -> 1
336.20.241.86:4875 -> 1
739.94.828.7:5625 -> 1
253.30.833.45:6211 -> 1
493.57.363.72:4718 -> 1
955.75.741.33:5858 -> 1
471.45.490.13:6301 -> 1
163.4.832.51:5937 -> 1
405.82.399.38:6418 -> 1
601.15.798.67:6414 -> 1
973.15.740.36:4636 -> 1
132.9.588.43:6401 -> 1
445.91.197.35:5876 -> 1
246.72.376.8:5261 -> 1
951.97.571.57:6906 -> 1
516.7.725.2:4718 -> 1
481.17.164.50:6100 -> 1
460.83.253.87:6877 -> 1
238.42.323.67:4649 -> 1
662.75.862.40:4335 -> 1
567.42.374.2:4598 -> 1
567.57.183.51:6813 -> 1
336.2.811.86:5143 -> 1
720.19.894.79:4662 -> 1
199.37.339.27:4445 -> 1
560.90.586.91:6156 -> 1
488.24.757.72:4294 -> 1
336.66.361.45:6435 -> 1
582.62.208.78:6980 -> 1
660.61.464.92:4513 -> 1
370.74.742.96:5534 -> 1
937.59.605.89:6572 -> 1
996.12.577.52:5720 -> 1
561.44.209.56:6602 -> 1
429.34.677.13:4894 -> 1
343.87.281.37:5663 -> 1
367.43.577.66:5956 -> 1
212.10.557.47:5459 -> 1
519.66.405.14:4512 -> 1
856.35.772.44:6554 -> 1
267.65.429.77:4527 -> 1
296.41.925.1:4014 -> 1
191.59.608.88:5068 -> 1
700.45.529.33:6070 -> 1
623.26.964.5:4790 -> 1
632.15.540.48:6477 -> 1
78.40.280.69:4875 -> 1
33.90.472.41:4921 -> 1
298.5.383.39:4187 -> 1
328.74.781.23:5159 -> 1
291.10.179.10:6810 -> 1
938.29.424.46:6519 -> 1
439.67.645.11:5644 -> 1
582.29.351.85:4240 -> 1
305.56.431.38:5363 -> 1
243.74.68.27:6676 -> 1
319.49.175.75:5728 -> 1
765.10.353.82:5641 -> 1
484.35.859.66:5723 -> 1
397.13.350.7:4205 -> 1
663.18.192.96:5094 -> 1
497.73.838.36:6876 -> 1
767.97.944.77:6376 -> 1
894.33.25.97:6214 -> 1
470.75.923.68:6011 -> 1
435.56.265.41:4850 -> 1
819.52.846.77:5697 -> 1
545.32.751.33:6643 -> 1
618.18.849.67:6257 -> 1
675.89.672.48:6679 -> 1
749.30.782.66:6111 -> 1
274.18.393.91:4622 -> 1
897.9.611.51:4770 -> 1
51.38.924.76:6508 -> 1
961.47.73.23:4914 -> 1
700.63.118.59:6516 -> 1
416.19.668.47:5956 -> 1
549.7.733.16:4318 -> 1
361.53.536.63:5747 -> 1
280.13.936.20:5842 -> 1
455.9.384.63:4579 -> 1
693.63.518.53:4831 -> 1
802.39.274.43:5279 -> 1
626.81.207.54:4061 -> 1
438.77.60.92:4831 -> 1
155.79.750.64:5160 -> 1
469.29.32.55:4828 -> 1
764.83.236.11:5041 -> 1
830.95.398.95:5303 -> 1
349.38.885.21:4942 -> 1
492.66.299.35:4694 -> 1
401.53.763.87:4617 -> 1
86.66.815.77:4826 -> 1
174.52.255.62:5781 -> 1
26.20.623.71:5525 -> 1
Jul 30
203.50.415.23:5934 -> 1
537.20.412.86:5010 -> 1
466.76.894.67:4887 -> 1
201.3.459.28:4103 -> 1
23.68.470.39:5482 -> 1
471.19.165.72:5020 -> 1
910.33.183.89:4327 -> 1
234.14.731.70:6659 -> 1
550.21.598.27:5655 -> 1
834.64.566.78:6220 -> 1
770.50.431.55:5168 -> 1
98.8.866.57:5297 -> 1
510.77.202.65:6665 -> 1
498.4.132.94:4321 -> 1
991.83.868.48:6255 -> 1
427.64.876.33:5950 -> 1
423.58.155.28:5882 -> 1
718.58.557.79:4150 -> 1
605.48.897.13:5564 -> 1
965.80.517.87:6991 -> 1
687.10.794.85:4103 -> 1
342.27.978.48:4250 -> 1
529.2.505.73:4673 -> 1
471.95.110.69:5665 -> 1
807.23.862.1:5735 -> 1
125.22.100.7:6518 -> 1
45.80.212.18:4042 -> 1
260.54.112.23:6097 -> 1
852.51.670.77:5828 -> 1
974.65.795.52:6785 -> 1
76.26.29.10:6380 -> 1
512.96.630.87:4086 -> 1
680.65.737.27:5318 -> 1
398.48.662.32:4096 -> 1
357.1.194.10:6002 -> 1
871.97.943.70:6305 -> 1
793.49.945.84:4803 -> 1
503.60.861.88:4917 -> 1
704.97.547.18:6610 -> 1
374.97.570.30:6674 -> 1
502.9.883.14:4178 -> 1
940.13.46.38:5877 -> 1
265.94.944.40:6984 -> 1
66.18.358.66:5812 -> 1
766.13.586.92:6747 -> 1
844.21.564.63:4152 -> 1
731.95.803.33:5284 -> 1
167.7.636.6:6896 -> 1
888.38.583.83:6652 -> 1
624.74.237.70:4485 -> 1
102.23.873.92:5107 -> 1
531.71.202.70:4848 -> 1
748.98.986.2:6636 -> 1
587.98.213.24:5140 -> 1
971.84.47.74:5514 -> 1
153.3.294.10:6903 -> 1
761.89.46.84:5727 -> 1
164.10.99.67:4684 -> 1
58.56.107.62:6196 -> 1
771.57.358.10:5014 -> 1
458.65.109.78:6884 -> 1
147.18.243.80:4614 -> 1
510.80.516.16:6853 -> 1
26.77.805.7:6870 -> 1
987.12.849.92:5563 -> 1
333.62.201.12:5494 -> 1
950.45.25.26:5426 -> 1
792.17.565.92:6627 -> 1
452.17.487.36:4549 -> 1
73.46.609.70:4913 -> 1
53.17.797.69:5555 -> 1
41.6.571.38:4841 -> 1
891.35.341.78:4932 -> 1
124.1.727.14:5309 -> 1
596.10.231.68:4477 -> 1
339.10.988.25:6175 -> 1
785.58.163.30:5892 -> 1
726.72.877.83:5810 -> 1
923.39.314.77:5704 -> 1
659.16.913.93:4286 -> 1
602.69.265.63:6574 -> 1
413.9.993.23:5402 -> 1
890.51.207.84:6158 -> 1
451.5.839.87:4031 -> 1
210.36.414.92:5507 -> 1
800.60.400.67:4005 -> 1
726.81.666.23:4679 -> 1
373.29.225.23:4492 -> 1
906.98.604.75:5435 -> 1
129.65.126.25:5078 -> 1
839.37.21.51:6298 -> 1
949.67.650.6:6592 -> 1
530.6.259.27:6353 -> 1
405.51.943.50:6131 -> 1
405.59.418.74:5109 -> 1
975.47.889.3:6684 -> 1
445.55.529.38:4235 -> 1
845.33.506.42:6244 -> 1
311.96.985.93:6747 -> 1
158.94.143.53:6615 -> 1
580.10.652.30:6211 -> 1
61.73.433.75:5923 -> 1
380.22.238.83:5415 -> 1
456.27.166.24:5401 -> 1
444.82.551.47:5989 -> 1
927.63.344.74:5803 -> 1
573.18.585.91:5825 -> 1
415.38.456.19:5776 -> 1
913.86.51.31:4303 -> 1
686.85.775.29:4254 -> 1
80.2.454.25:4177 -> 1
866.22.365.61:6782 -> 1
497.44.342.71:5262 -> 1
807.20.231.72:6671 -> 1
578.11.959.35:6879 -> 1
710.54.812.6:5629 -> 1
783.40.195.20:6830 -> 1
389.85.859.52:6136 -> 1
607.97.755.4:4612 -> 1
317.61.602.38:6063 -> 1
43.94.84.78:4148 -> 1
941.54.155.49:6668 -> 1
Aug 01
971.21.756.24:4210 -> 1
990.43.26.70:4242 -> 1
629.90.811.57:4610 -> 1
531.61.953.7:5365 -> 1
689.54.622.26:4038 -> 1
813.29.104.19:5597 -> 1
314.2.136.17:6127 -> 1
507.3.177.84:5258 -> 1
750.96.731.44:5491 -> 1
455.43.526.85:5273 -> 1
22.84.985.86:4003 -> 1
66.16.528.95:4370 -> 1
910.16.963.85:5683 -> 1
556.56.289.57:5764 -> 1
645.73.190.56:6616 -> 1
864.15.426.32:4050 -> 1
957.4.451.2:4095 -> 1
422.49.711.59:6092 -> 1
523.97.748.20:6141 -> 1
799.22.139.19:5055 -> 1
472.86.255.77:5852 -> 1
788.35.630.75:5854 -> 1
883.77.634.49:5489 -> 1
932.64.827.57:6319 -> 1
230.94.259.86:5969 -> 1
855.47.408.55:4464 -> 1
126.38.947.3:6280 -> 1
68.24.355.71:4344 -> 1
542.82.1.92:5746 -> 1
459.57.663.79:6004 -> 1
911.29.485.47:4377 -> 1
985.1.151.90:6135 -> 1
56.38.783.91:4739 -> 1
636.16.291.45:6608 -> 1
598.2.627.82:5150 -> 1
964.96.18.68:6555 -> 1
368.48.662.12:6226 -> 1
756.70.107.52:4993 -> 1
239.5.579.64:4874 -> 1
472.38.78.28:4226 -> 1
211.24.517.17:4438 -> 1
624.6.992.27:6348 -> 1
610.81.730.36:6366 -> 1
644.9.109.94:6917 -> 1
220.55.893.15:6323 -> 1
584.76.786.18:4165 -> 1
778.36.974.36:5260 -> 1
990.55.233.84:6404 -> 1
424.46.771.29:6722 -> 1
740.57.741.59:6756 -> 1
545.49.703.2:4951 -> 1
838.10.690.40:5056 -> 1
798.37.168.88:5151 -> 1
964.36.505.1:5716 -> 1
313.41.994.68:4396 -> 1
54.94.285.52:4550 -> 1
83.36.251.65:6906 -> 1
835.37.646.65:6025 -> 1
980.25.795.45:4532 -> 1
564.45.959.33:4752 -> 1
841.67.306.69:6202 -> 1
89.45.434.97:5244 -> 1
130.46.327.10:5751 -> 1
520.58.419.40:4385 -> 1
239.47.719.46:6957 -> 1
522.27.461.12:5990 -> 1
692.31.735.58:4792 -> 1
433.70.71.16:4198 -> 1
377.93.775.30:4137 -> 1
22.96.544.36:5602 -> 1
674.42.237.19:5961 -> 1
761.82.705.74:4618 -> 1
834.46.353.68:5365 -> 1
394.97.134.93:5010 -> 1
252.29.859.41:4608 -> 1
368.86.743.90:6220 -> 1
30.56.303.5:4694 -> 1
577.33.865.43:5647 -> 1
528.57.996.53:6787 -> 1
303.6.881.52:4874 -> 1
342.45.582.30:4242 -> 1
951.70.435.91:5814 -> 1
76.41.749.95:6176 -> 1
879.34.268.37:6819 -> 1
601.17.506.43:5949 -> 1
605.70.641.93:4720 -> 1
546.86.381.31:6268 -> 1
443.95.440.87:6551 -> 1
225.32.238.17:5280 -> 1
640.89.339.24:4628 -> 1
474.55.605.88:5217 -> 1
136.10.82.2:4411 -> 1
73.11.994.48:5418 -> 1
633.33.550.71:5969 -> 1
391.37.644.60:6291 -> 1
40.46.252.79:4821 -> 1
462.96.578.5:5264 -> 1
361.45.801.36:6776 -> 1
324.9.112.47:4929 -> 1
203.75.635.90:6758 -> 1
605.22.837.1:4806 -> 1
13.1.339.19:6295 -> 1
725.95.174.6:5002 -> 1
312.63.485.8:5295 -> 1
946.47.879.11:6880 -> 1
321.68.626.16:4030 -> 1
404.61.664.55:4885 -> 1
633.16.633.29:5402 -> 1
669.24.452.11:5879 -> 1
109.90.406.27:5769 -> 1
760.59.256.2:4675 -> 1
890.31.747.10:4132 -> 1
117.82.752.85:6398 -> 1
682.97.892.55:6396 -> 1
583.14.654.70:6184 -> 1
526.17.944.73:4400 -> 1
310.96.374.67:5904 -> 1
675.81.542.2:6336 -> 1
650.88.573.26:6276 -> 1
288.98.551.50:6211 -> 1
829.26.690.48:4147 -> 1
878.69.429.89:4678 -> 1
426.67.58.87:5524 -> 1
555.79.415.38:6041 -> 1
487.67.965.4:6134 -> 1
79.52.572.49:6891 -> 1
451.40.901.28:4444 -> 1
240.37.394.22:6169 -> 1
433.90.591.38:4737 -> 1
Aug 02
7.47.652.76:4422 -> 1
985.33.3.86:6843 -> 1
476.55.549.66:6068 -> 1
172.29.438.4:4789 -> 1
419.83.543.24:5013 -> 1
179.6.416.20:5291 -> 1
339.32.124.15:6653 -> 1
327.77.653.16:4040 -> 1
288.26.169.24:6715 -> 1
940.4.985.15:5687 -> 1
655.51.329.72:6027 -> 1
657.8.314.11:4249 -> 1
551.1.185.67:5205 -> 1
247.34.11.80:5767 -> 1
631.43.800.32:6717 -> 1
95.9.223.57:6406 -> 1
75.28.207.16:6933 -> 1
94.9.471.34:6538 -> 1
596.58.993.27:6240 -> 1
334.44.531.32:5592 -> 1
325.35.309.37:5207 -> 1
175.55.448.82:4889 -> 1
44.40.738.52:5283 -> 1
229.52.898.89:5798 -> 1
472.18.637.22:6003 -> 1
355.45.117.69:4551 -> 1
855.89.63.75:5262 -> 1
600.10.162.76:6589 -> 1
936.47.919.22:4208 -> 1
617.58.38.50:5163 -> 1
257.84.469.16:4248 -> 1
278.55.846.46:5628 -> 1
329.69.652.42:5674 -> 1
425.65.839.48:5378 -> 1
109.75.461.41:4547 -> 1
697.15.667.72:5690 -> 1
951.42.317.21:6610 -> 1
55.75.129.71:6989 -> 1
982.43.205.42:4843 -> 1
206.47.791.17:4647 -> 1
263.85.960.87:4332 -> 1
178.43.774.66:4200 -> 1
212.62.388.3:5412 -> 1
104.84.704.96:5896 -> 1
1.37.180.51:5825 -> 1
226.28.665.79:6009 -> 1
467.54.835.11:6842 -> 1
947.56.532.13:6863 -> 1
807.24.898.25:6697 -> 1
90.4.691.77:5422 -> 1
48.45.636.98:5768 -> 1
28.74.402.74:6224 -> 1
65.66.499.58:4243 -> 1
797.20.435.10:5504 -> 1
531.38.165.28:6372 -> 1
714.60.385.52:4758 -> 1
965.73.301.37:6363 -> 1
916.62.450.26:5654 -> 1
662.71.888.28:5621 -> 1
935.56.781.65:6591 -> 1
771.33.618.69:6412 -> 1
93.31.36.90:4504 -> 1
274.66.230.31:4472 -> 1
708.94.599.95:6938 -> 1
318.87.100.34:5466 -> 1
331.66.345.36:5115 -> 1
950.5.731.34:6463 -> 1
309.60.781.69:6422 -> 1
661.64.444.12:6562 -> 1
782.63.295.20:4648 -> 1
472.98.4.45:5581 -> 1
582.59.783.84:6884 -> 1
515.98.217.4:4587 -> 1
632.34.526.96:5717 -> 1
580.90.20.60:5422 -> 1
210.49.715.14:6766 -> 1
297.21.957.44:4136 -> 1
105.73.931.45:5808 -> 1
300.96.623.2:4332 -> 1
933.55.259.29:5891 -> 1
178.11.761.54:5019 -> 1
210.59.984.13:5277 -> 1
944.87.487.80:4759 -> 1
192.46.81.37:5338 -> 1
859.56.758.20:5198 -> 1
937.53.96.98:5657 -> 1
396.61.215.29:6432 -> 1
994.98.922.78:5059 -> 1
961.98.13.61:6580 -> 1
569.14.944.6:5656 -> 1
783.66.861.34:4074 -> 1
418.18.144.61:4205 -> 1
855.15.634.84:4427 -> 1
498.96.793.98:5346 -> 1
862.22.662.73:6993 -> 1
513.81.965.27:5733 -> 1
613.46.339.64:5099 -> 1
968.21.368.83:5013 -> 1
727.73.748.29:5695 -> 1
487.46.882.13:6436 -> 1
955.71.528.72:4160 -> 1
520.42.992.82:4421 -> 1
54.58.404.65:5804 -> 1
651.74.72.36:6257 -> 1
841.78.107.34:6855 -> 1
679.16.765.98:6006 -> 1
536.17.739.96:4074 -> 1
480.33.653.83:6316 -> 1
881.58.346.40:6158 -> 1
404.98.604.64:4461 -> 1
938.91.958.57:4142 -> 1
148.30.966.97:6477 -> 1
238.52.143.89:4190 -> 1
385.40.24.24:6623 -> 1
918.88.28.64:4554 -> 1
915.54.885.19:4171 -> 1
477.27.542.43:4278 -> 1
282.46.861.53:5319 -> 1
893.2.413.95:4411 -> 1
297.86.888.94:6871 -> 1
740.22.684.57:4194 -> 1
931.68.121.96:4487 -> 1
202.88.127.80:6541 -> 1
409.28.154.92:5720 -> 1
885.6.539.20:5534 -> 1
Aug 03
539.14.168.93:4592 -> 1
16.87.708.53:5183 -> 1
826.31.873.27:6356 -> 1
475.3.160.9:6170 -> 1
259.12.935.47:6254 -> 1
729.15.761.55:4390 -> 1
381.41.558.80:6841 -> 1
438.37.668.5:5107 -> 1
68.38.342.84:4315 -> 1
972.29.690.66:6900 -> 1
810.97.26.82:5941 -> 1
127.45.32.34:6921 -> 1
256.66.587.64:4546 -> 1
965.92.611.29:5574 -> 1
545.16.901.78:5068 -> 1
867.6.782.35:6236 -> 1
141.62.496.93:6850 -> 1
929.87.129.78:4341 -> 1
940.82.828.31:5518 -> 1
766.58.511.25:6024 -> 1
542.11.799.39:5500 -> 1
817.10.66.45:6480 -> 1
703.71.475.36:6665 -> 1
953.72.633.38:4964 -> 1
511.96.31.3:5450 -> 1
975.18.510.97:5953 -> 1
522.8.794.15:4324 -> 1
762.93.124.72:5825 -> 1
474.83.492.95:4826 -> 1
382.66.602.76:4600 -> 1
401.85.114.69:4956 -> 1
141.59.295.81:6627 -> 1
570.20.23.20:6958 -> 1
769.75.690.7:4177 -> 1
178.32.761.31:5528 -> 1
499.56.193.59:5250 -> 1
573.28.63.57:4571 -> 1
85.44.775.9:4130 -> 1
806.89.234.40:6953 -> 1
953.52.360.12:5638 -> 1
49.72.693.62:6063 -> 1
790.44.981.41:6187 -> 1
388.50.47.83:5495 -> 1
605.27.253.51:4097 -> 1
617.36.219.92:4168 -> 1
358.93.787.12:5031 -> 1
792.4.576.22:4586 -> 1
480.11.100.2:6391 -> 1
113.96.47.90:4855 -> 1
439.42.775.38:4038 -> 1
293.40.713.45:6639 -> 1
702.82.114.12:4718 -> 1
976.90.998.59:5065 -> 1
639.19.223.38:6498 -> 1
16.27.695.26:6834 -> 1
776.31.132.52:6840 -> 1
869.72.976.40:4317 -> 1
192.49.194.15:4395 -> 1
743.59.680.74:6133 -> 1
200.71.584.52:6244 -> 1
209.16.86.77:6256 -> 1
707.19.461.63:5065 -> 1
505.15.467.81:6494 -> 1
306.40.294.42:5664 -> 1
574.6.36.74:4535 -> 1
860.62.429.37:6433 -> 1
150.83.584.26:4995 -> 1
513.48.794.82:6736 -> 1
151.98.599.89:6119 -> 1
11.34.51.60:4780 -> 1
678.71.742.90:5152 -> 1
326.91.556.29:5142 -> 1
874.86.358.83:5224 -> 1
487.56.233.64:5371 -> 1
221.84.532.20:5901 -> 1
452.19.762.90:6990 -> 1
715.63.855.78:5209 -> 1
261.3.155.62:4861 -> 1
146.63.847.5:5017 -> 1
359.4.952.25:5218 -> 1
855.30.682.68:5274 -> 1
535.22.169.35:5504 -> 1
450.20.120.20:5319 -> 1
33.31.419.32:6683 -> 1
965.95.26.51:4169 -> 1
795.12.235.25:6458 -> 1
850.28.265.86:5761 -> 1
154.16.425.84:5835 -> 1
Aug 04
183.91.256.76:5903 -> 1
738.15.769.71:5975 -> 1
528.40.246.18:6024 -> 1
262.43.244.98:4801 -> 1
517.42.837.90:6171 -> 1
773.84.314.28:6197 -> 1
220.90.967.50:5569 -> 1
960.23.686.60:4668 -> 1
214.72.308.24:6500 -> 1
749.45.661.94:4895 -> 1
120.37.660.53:5072 -> 1
387.96.695.3:5336 -> 1
960.96.3.29:5268 -> 1
298.29.654.15:4128 -> 1
161.58.519.29:4251 -> 1
140.65.54.13:4974 -> 1
753.17.252.11:6123 -> 1
603.83.551.16:4397 -> 1
239.75.856.4:4610 -> 1
33.64.55.63:6836 -> 1
32.58.525.31:5438 -> 1
677.61.260.22:6895 -> 1
993.29.408.32:6226 -> 1
254.6.78.88:6052 -> 1
26.54.299.23:6718 -> 1
186.73.803.10:6151 -> 1
442.33.941.13:4247 -> 1
723.21.597.48:4627 -> 1
785.13.604.83:5450 -> 1
252.45.980.17:4550 -> 1
939.2.654.61:5089 -> 1
358.21.778.96:4247 -> 1
975.53.229.24:5391 -> 1
135.70.594.40:5242 -> 1
526.39.357.52:4548 -> 1
672.56.415.44:5108 -> 1
805.65.592.17:5945 -> 1
534.37.507.24:4666 -> 1
196.89.257.33:4784 -> 1
599.79.484.76:4692 -> 1
901.24.839.2:4534 -> 1
146.19.8.75:4476 -> 1
598.94.389.39:4815 -> 1
998.14.620.53:5021 -> 1
905.68.994.88:6666 -> 1
852.41.735.71:6936 -> 1
867.44.354.59:6252 -> 1
617.54.26.72:5443 -> 1
12.1.904.18:5123 -> 1
968.78.67.11:6852 -> 1
233.19.354.65:6138 -> 1
875.32.738.42:4900 -> 1
601.92.924.24:6330 -> 1
547.23.452.76:4463 -> 1
963.84.637.9:4986 -> 1
746.8.365.26:5038 -> 1
115.52.356.64:4800 -> 1
309.1.749.28:6739 -> 1
942.33.78.74:6788 -> 1
840.60.124.37:5135 -> 1
351.26.206.75:6616 -> 1
785.78.459.52:4066 -> 1
885.42.556.13:6372 -> 1
382.46.535.17:4609 -> 1
440.25.492.8:4556 -> 1
555.73.122.56:4490 -> 1
604.31.728.91:4753 -> 1
641.23.575.98:5141 -> 1
29.76.948.31:6705 -> 1
762.38.286.34:6317 -> 1
147.20.851.96:5555 -> 1
645.22.569.19:6431 -> 1
831.58.519.57:4068 -> 1
298.65.869.26:6619 -> 1
441.44.804.86:6966 -> 1
978.1.82.8:6890 -> 1
8.64.322.73:4070 -> 1
85.30.426.66:5755 -> 1
367.34.493.9:4020 -> 1
537.27.358.53:4871 -> 1
583.95.937.64:5615 -> 1
256.61.508.37:5347 -> 1
721.71.339.86:5744 -> 1
591.66.852.81:4388 -> 1
417.56.680.31:5459 -> 1
576.33.264.24:4798 -> 1
563.53.253.74:6574 -> 1
514.65.168.25:6264 -> 1
135.10.650.59:6416 -> 1
708.38.705.68:4899 -> 1
763.3.228.57:5676 -> 1
900.9.950.31:6281 -> 1
98.92.794.4:5332 -> 1
173.5.466.72:6427 -> 1
566.65.639.53:6473 -> 1
787.81.1.23:6099 -> 1
425.4.329.80:5257 -> 1
565.31.466.25:6382 -> 1
Aug 05
602.44.460.68:4840 -> 1
994.60.923.89:6947 -> 1
171.62.229.67:6138 -> 1
59.21.863.23:4334 -> 1
771.35.374.9:4487 -> 1
718.34.935.69:6551 -> 1
830.71.231.3:6099 -> 1
476.11.107.69:6906 -> 1
773.32.703.5:4518 -> 1
922.41.389.46:4853 -> 1
513.8.813.93:5371 -> 1
551.21.354.69:5354 -> 1
77.39.34.20:4813 -> 1
531.40.84.52:5719 -> 1
625.87.227.87:5260 -> 1
803.24.640.1:6022 -> 1
